REGIONC,DIVISION,METROMICRO,UATYP10,TYPEHUQ,CELLAR,BASEFIN,ATTIC,ATTICFIN,STORIES,PRKGPLC1,KOWNRENT,YEARMADERANGE,TOTROOMS,NCOMBATH,NHAFBATH,WALLTYPE,ROOFTYPE,DRAFTY,RECBATH,MONTUB,TVCOLOR,TVSIZE1,TVONWD1,TVONWE1,FUELHEAT,TEMPHOME,TEMPGONE,TEMPNITE,MOISTURE,USEMOISTURE,AIRCOND,COOLTYPE,AGECENAC,TEMPHOMEAC,TEMPGONEAC,TEMPNITEAC,BASECOOL,ATTCCOOL,GARGCOOL,NUMCFAN,NOTMOIST,HHSEX,HHAGE,EMPLOYHH,EDUCATION,NUMADULT,NUMCHILD,ATHOME,MONEYPY,ENERGYASST,CDD65,CLIMATE_REGION_PUB,HDD65,KWH,KWHTV1,KWHHTBPMP,KWHHTBHEAT,DOLLAREL,DOLELTV1,DOLELHTBPMP,DOLELHTBHEAT,CUFEETNG,DOLLARNG,GALLONLP,GALLONFO,TOTALDOL,WOODAMT
West,Pacific,METRO,U,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,1950 to 1959,9,2,0,Wood,Shingles (composition or asphalt),Some of the time,No,NA,3,27 inches or less,1 to 3 hours,1 to 3 hours,Natural gas from underground pipes,70,65,65,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,0,No,Female,79,Not employed/retired,Some college or Associate’s degree,4,2,5,"$100,000 to $119,999",No,345,Marine,2911,6371.798,35.899,0,0,1270.67,7.14,0,0,539.081,759.93,0,0,2030.6,NA
Midwest,West North Central,METRO,C,Single-family attached house,No,Not applicable,No,Not applicable,Two stories,Yes,Owned or being bought by someone in your household,1980 to 1989,5,1,1,Siding,Shingles (composition or asphalt),Never,No,NA,3,27 inches or less,4 to 6 hours,7 to 10 hours,Natural gas from underground pipes,72,68,68,No,NA,Yes,Central air conditioning system,5 to 9 years old,68,72,68,Not applicable,Not applicable,No,3,No,Male,59,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",1,0,2,"$140,000 or more",No,1185,Mixed-Humid,4854,6069.667,82.757,0,0,852.45,11.59,0,0,212.039,360.1,0,0,1212.55,NA
South,South Atlantic,METRO,U,Single-family detached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,2010 to 2015,6,2,0,Siding,Shingles (composition or asphalt),Some of the time,No,NA,3,40 to 59 inches,7 to 10 hours,More than 10 hours,Natural gas from underground pipes,70,65,70,No,NA,Yes,Central air conditioning system,2 to 4 years old,60,65,60,Not applicable,No,No,2,No,Female,33,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",1,1,2,"$40,000 - $59,999",No,2509,Mixed-Humid,2041,9905.635,393.783,0,0,1482.21,58.82,0,0,295.3,614.64,0,0,2096.85,NA
Midwest,East North Central,METRO,U,Single-family detached house,Yes,Yes,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,1950 to 1959,5,1,0,Siding,Shingles (composition or asphalt),Some of the time,No,NA,1,40 to 59 inches,More than 10 hours,More than 10 hours,Electricity,68,63,64,Yes,9,Yes,Central air conditioning system,5 to 9 years old,68,68,64,Yes,Not applicable,No,4,Yes,Female,40,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,1,0,"$80,000 to $99,999",No,831,Cold/Very Cold,6229,9384.572,531.203,0,0,1458.08,82.37,0,0,0,0,0,0,1458.08,NA
Midwest,East North Central,METRO,U,Single-family detached house,Yes,Yes,Yes,No,One story,Yes,Owned or being bought by someone in your household,1960 to 1969,9,2,0,Brick,Shingles (composition or asphalt),Never,No,NA,2,28 to 39 inches,7 to 10 hours,4 to 6 hours,Natural gas from underground pipes,65,65,65,No,NA,Yes,Central air conditioning system,Less than 2 years old,75,75,75,No,No,No,1,Yes,Female,55,Not employed/retired,"Bachelor’s degree (for example: BA, BS)",2,0,5,"$120,000 to $139,999",No,1151,Cold/Very Cold,4967,7007.039,157.575,0,0,911.02,20.49,0,0,642.507,672.98,0,0,1584,NA
West,Mountain North,METRO,U,Single-family detached house,Yes,Yes,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,1950 to 1959,6,2,0,Siding,Shingles (composition or asphalt),Never,No,NA,2,40 to 59 inches,7 to 10 hours,7 to 10 hours,Natural gas from underground pipes,74,68,70,No,NA,Yes,Central air conditioning system,5 to 9 years old,72,72,72,Yes,Not applicable,No,0,No,Male,66,Not employed/retired,High school diploma or GED,3,0,5,"$80,000 to $99,999",No,660,Cold/Very Cold,5728,10418.434,341.313,0,0,1298.58,42.47,0,0,825.615,571.25,0,0,1869.83,NA
Midwest,East North Central,METRO,C,Single-family detached house,Yes,Yes,Yes,No,One story,No,Owned or being bought by someone in your household,1960 to 1969,8,1,1,Siding,Shingles (composition or asphalt),Never,No,NA,0,Not applicable,Not applicable,Not applicable,Natural gas from underground pipes,67,60,62,No,NA,Yes,Central air conditioning system,15 to 19 years old,74,80,72,Yes,No,Not applicable,1,Yes,Female,38,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",1,0,0,"$80,000 to $99,999",No,476,Cold/Very Cold,6793,3510.543,0,0,0,496.62,0,0,0,571.022,451.01,0,0,947.64,NA
West,Mountain North,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1990 to 1999,2,1,0,Concrete or concrete block,Not applicable,Never,No,NA,1,28 to 39 inches,More than 10 hours,More than 10 hours,Electricity,72,65,65,Yes,4,Yes,Individual window/wall or portable units,Not applicable,65,65,65,Not applicable,Not applicable,Not applicable,2,No,Male,27,Employed full-time,Some college or Associate’s degree,2,0,5,"$60,000 to $79,999",No,746,Cold/Very Cold,5318,8726,303.488,0,0,746,25.95,0,0,0,0,0,0,746,NA
South,South Atlantic,METRO,U,Single-family detached house,Yes,Yes,Yes,No,Two stories,Yes,Owned or being bought by someone in your household,2000 to 2009,15,4,1,Siding,Shingles (composition or asphalt),Some of the time,Yes,0,7,40 to 59 inches,More than 10 hours,More than 10 hours,Propane (bottled gas),71,71,71,Yes,4,Yes,Central air conditioning system,15 to 19 years old,68,68,68,Yes,No,No,6,No,Female,41,Employed full-time,"Bachelor’s degree (for example: BA, BS)",2,3,3,"$140,000 or more",No,1239,Mixed-Humid,4673,30514.645,561.089,0,0,3355.49,61.7,0,0,0,0,1956.442,0,5939.16,NA
Midwest,East North Central,METRO,R,Single-family detached house,Yes,Yes,No,Not applicable,One story,Yes,Rented,1970 to 1979,10,1,2,Siding,Shingles (composition or asphalt),Never,No,NA,1,27 inches or less,1 to 3 hours,4 to 6 hours,Natural gas from underground pipes,70,64,64,No,NA,Yes,Central air conditioning system,5 to 9 years old,72,72,74,No,Not applicable,No,1,Yes,Male,27,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,0,1,"$80,000 to $99,999",No,626,Cold/Very Cold,6770,7021.622,45.686,0,0,921.75,5.98,0,0,777.496,675.64,0,0,1597.39,NA
West,Mountain North,METRO,U,Single-family detached house,Yes,Yes,No,Not applicable,One story,No,Rented,Before 1950,5,2,0,Brick,Shingles (composition or asphalt),Some of the time,No,NA,1,40 to 59 inches,1 to 3 hours,1 to 3 hours,Natural gas from underground pipes,72,66,72,Yes,2,Yes,Central air conditioning system,5 to 9 years old,76,80,76,Yes,Not applicable,Not applicable,0,No,Female,27,Not employed/retired,"Bachelor’s degree (for example: BA, BS)",2,1,5,"$40,000 - $59,999",No,1275,Cold/Very Cold,4999,7668.153,84.292,0,0,930.21,10.2,0,0,1101.174,946.52,0,0,1876.73,NA
South,South Atlantic,METRO,U,Single-family detached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,2010 to 2015,8,2,1,Brick,Shingles (composition or asphalt),Never,No,NA,5,60 inches or more,4 to 6 hours,1 to 3 hours,Electricity,71,71,73,No,NA,Yes,Central air conditioning system,Less than 2 years old,75,75,75,Not applicable,No,No,4,No,Male,48,Employed full-time,Some college or Associate’s degree,2,2,5,"$40,000 - $59,999",No,2500,Mixed-Humid,2043,15072,263.985,0,0,2116,37.06,0,0,0,0,0,0,2116,NA
South,West South Atlantic,METRO,U,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,1970 to 1979,6,2,0,Brick,Shingles (composition or asphalt),Most of the time,No,NA,4,40 to 59 inches,1 to 3 hours,1 to 3 hours,Wood (cordwood or pellets),70,70,70,Yes,3,Yes,Central air conditioning system,5 to 9 years old,75,75,75,Not applicable,Not applicable,Not applicable,6,No,Female,83,Not employed/retired,Some college or Associate’s degree,2,0,5,"$20,000 - $39,999",No,1211,Mixed-Humid,3977,11972.509,87.017,0,0,1290.78,9.37,0,0,423.995,512.78,0,0,1803.56,4
West,Pacific,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1970 to 1979,3,1,0,Stucco,Not applicable,Never,No,NA,1,27 inches or less,More than 10 hours,7 to 10 hours,Natural gas from underground pipes,75,75,75,No,NA,Yes,Central air conditioning system,10 to 14 years old,72,72,72,Not applicable,Not applicable,Not applicable,0,No,Male,55,Not employed/retired,Less than high school diploma or GED,1,0,5,"Less than $20,000",No,2578,Hot-Dry/Mixed-Dry,1980,5065.892,163.125,0,0,725.2,23.27,0,0,148.997,193.61,0,0,918.81,NA
West,Pacific,METRO,U,Single-family detached house,No,Not applicable,Yes,Yes,Two stories,Yes,Owned or being bought by someone in your household,1970 to 1979,6,2,0,Stucco,Shingles (composition or asphalt),Some of the time,No,NA,4,60 inches or more,1 to 3 hours,7 to 10 hours,Natural gas from underground pipes,75,73,80,No,NA,Yes,Central air conditioning system,20 years or older,76,65,74,Not applicable,No,No,0,No,Male,40,Employed full-time,Some college or Associate’s degree,4,0,5,"$120,000 to $139,999",No,381,Marine,2852,6486.1,239.618,0,0,1259.64,46.54,0,0,576.036,820.42,0,0,2080.06,NA
Midwest,East North Central,METRO,U,Single-family detached house,Yes,Yes,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,1980 to 1989,5,2,0,Other,Shingles (composition or asphalt),Never,No,NA,4,40 to 59 inches,More than 10 hours,More than 10 hours,Wood (cordwood or pellets),78,78,78,No,NA,Yes,Individual window/wall or portable units,Not applicable,80,80,80,No,Not applicable,No,0,No,Male,71,Not employed/retired,Some college or Associate’s degree,2,0,5,"$60,000 to $79,999",No,942,Cold/Very Cold,6288,9222,558.002,0,0,1419.53,85.73,0,0,472.357,440.35,0,0,1859.88,5
Midwest,East North Central,METRO,U,Single-family detached house,Yes,No,No,Not applicable,Two stories,Yes,Owned or being bought by someone in your household,Before 1950,9,2,0,Siding,Shingles (composition or asphalt),Never,No,NA,4,28 to 39 inches,More than 10 hours,More than 10 hours,Natural gas from underground pipes,70,67,67,Yes,4,Yes,Both a central system and individual units,2 to 4 years old,70,73,67,Yes,Not applicable,No,1,Yes,Male,50,Employed full-time,Some college or Associate’s degree,4,2,5,"$100,000 to $119,999",No,608,Cold/Very Cold,6439,22188.286,307.808,0,0,3405.13,47.24,0,0,1046.211,1109.4,0,0,4514.53,NA
Midwest,East North Central,METRO,U,Single-family detached house,Yes,Yes,Yes,No,One story,No,Owned or being bought by someone in your household,1950 to 1959,7,2,0,Brick,Shingles (composition or asphalt),Most of the time,No,NA,3,40 to 59 inches,4 to 6 hours,4 to 6 hours,Natural gas from underground pipes,69,67,65,Yes,6,Yes,Central air conditioning system,2 to 4 years old,78,78,76,Yes,No,Not applicable,1,Yes,Female,76,Not employed/retired,"Bachelor’s degree (for example: BA, BS)",2,0,5,"$60,000 to $79,999",No,1099,Cold/Very Cold,5520,4261.516,185.914,0,0,650.8,28.27,0,0,557.368,435.05,0,0,1085.85,NA
South,East South Atlantic,METRO,U,Single-family attached house,Yes,No,Yes,No,One story,No,Owned or being bought by someone in your household,1950 to 1959,4,1,0,Brick,Shingles (composition or asphalt),Never,Yes,12,3,28 to 39 inches,1 to 3 hours,1 to 3 hours,Natural gas from underground pipes,70,70,70,No,NA,Yes,Central air conditioning system,Less than 2 years old,71,71,71,No,No,Not applicable,3,No,Male,47,Employed full-time,"Bachelor’s degree (for example: BA, BS)",1,2,5,"$100,000 to $119,999",No,1572,Mixed-Humid,3294,10983.34,52.507,426.397,1519.585,1243.93,5.95,48.29,172.1,170.035,361.08,0,0,1605.02,NA
West,Pacific,METRO,U,Single-family detached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,1950 to 1959,5,1,0,Wood,Shingles (composition or asphalt),Some of the time,No,NA,2,28 to 39 inches,1 to 3 hours,1 to 3 hours,Natural gas from underground pipes,71,69,69,No,NA,Yes,Individual window/wall or portable units,Not applicable,72,76,70,Not applicable,No,No,1,No,Female,33,Employed part-time,"Bachelor’s degree (for example: BA, BS)",2,0,4,"$80,000 to $99,999",No,701,Marine,3588,6278.973,54.059,0,0,757.86,6.52,0,0,680.809,667.88,0,0,1425.75,NA
Northeast,Middle Atlantic,METRO,U,Single-family detached house,No,Not applicable,Yes,Yes,One story,Yes,Owned or being bought by someone in your household,1970 to 1979,4,1,0,Siding,Shingles (composition or asphalt),Never,No,NA,1,40 to 59 inches,4 to 6 hours,7 to 10 hours,Natural gas from underground pipes,70,62,62,Yes,1,Yes,Central air conditioning system,2 to 4 years old,78,86,86,Not applicable,No,No,3,No,Male,69,Employed full-time,"Bachelor’s degree (for example: BA, BS)",1,0,0,"$60,000 to $79,999",Yes,1174,Mixed-Humid,4907,5256.668,221.715,0,0,721.71,30.34,0,0,462.169,533.5,0,0,1255.2,NA
West,Mountain North,METRO,U,Single-family detached house,Yes,No,No,Not applicable,Two stories,Yes,Owned or being bought by someone in your household,1990 to 1999,7,2,1,Siding,Shingles (composition or asphalt),Never,No,NA,2,40 to 59 inches,More than 10 hours,More than 10 hours,Natural gas from underground pipes,72,72,72,No,NA,Yes,Central air conditioning system,2 to 4 years old,72,80,72,Yes,Not applicable,No,3,No,Female,35,Not employed/retired,Some college or Associate’s degree,2,2,5,"$80,000 to $99,999",No,590,Cold/Very Cold,5895,6625.118,537.769,0,0,828.38,67.24,0,0,728.079,517.5,0,0,1345.88,NA
Midwest,East North Central,METRO,U,Single-family detached house,Yes,Yes,Yes,No,Two stories,Yes,Owned or being bought by someone in your household,1960 to 1969,11,2,1,Siding,Shingles (composition or asphalt),Some of the time,No,NA,2,40 to 59 inches,7 to 10 hours,7 to 10 hours,Natural gas from underground pipes,70,70,70,No,NA,Yes,Both a central system and individual units,2 to 4 years old,74,74,74,No,No,No,3,No,Female,67,Not employed/retired,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,0,5,"$60,000 to $79,999",No,785,Cold/Very Cold,5999,11490.157,315.081,0,0,1688,46.22,0,0,1685.529,1289.13,0,0,2977.13,NA
South,West South Atlantic,MICRO,R,Single-family detached house,No,Not applicable,Yes,No,One story,No,Rented,Before 1950,5,1,0,Siding,Shingles (composition or asphalt),Some of the time,No,NA,1,40 to 59 inches,4 to 6 hours,4 to 6 hours,Natural gas from underground pipes,80,68,65,No,NA,Yes,Individual window/wall or portable units,Not applicable,75,80,72,Not applicable,No,Not applicable,6,No,Male,56,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",1,0,1,"$40,000 - $59,999",No,3266,Hot-Humid,1567,10579,190.491,0,0,1273,22.92,0,0,355.596,370,0,0,1643,NA
Midwest,East North Central,METRO,U,Apartment in a building with 2 to 4 units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,Before 1950,3,1,0,Wood,Shingles (composition or asphalt),Most of the time,No,NA,1,40 to 59 inches,4 to 6 hours,7 to 10 hours,Natural gas from underground pipes,72,72,72,No,NA,Yes,Individual window/wall or portable units,Not applicable,80,80,60,Not applicable,Not applicable,Not applicable,0,No,Female,59,Not employed/retired,High school diploma or GED,1,0,5,"Less than $20,000",No,590,Cold/Very Cold,6560,7753.286,228.226,0,0,1264.69,37.23,0,0,823.796,719.1,0,0,1983.79,NA
West,Mountain North,MICRO,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Occupied without payment of rent,Before 1950,5,2,0,Siding,Metal,Some of the time,No,NA,1,28 to 39 inches,1 to 3 hours,1 to 3 hours,Electricity,73,60,65,No,NA,Yes,Individual window/wall or portable units,Not applicable,75,80,65,Not applicable,Not applicable,Not applicable,3,No,Female,85,Not employed/retired,"Bachelor’s degree (for example: BA, BS)",1,0,5,"$20,000 - $39,999",No,874,Cold/Very Cold,5723,13419.999,78.389,0,0,1822.19,10.63,0,0,0,0,435.043,0,2401.7,NA
South,West South Atlantic,NONE,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,1980 to 1989,5,2,0,Wood,Metal,Never,Yes,12,2,40 to 59 inches,Less than 1 hour,1 to 3 hours,Electricity,70,70,70,No,NA,Yes,Central air conditioning system,10 to 14 years old,76,76,76,Not applicable,Not applicable,No,4,No,Male,59,Not employed/retired,Some college or Associate’s degree,2,0,5,"$20,000 - $39,999",No,2854,Hot-Humid,2125,26405.717,35.449,483.719,1737.003,2579.94,3.46,47.26,169.71,0,0,62.744,0,2702.46,NA
West,Pacific,METRO,R,Single-family detached house,No,Not applicable,Yes,No,Two stories,No,Owned or being bought by someone in your household,Before 1950,6,3,0,Wood,Shingles (composition or asphalt),Some of the time,No,NA,4,28 to 39 inches,4 to 6 hours,Less than 1 hour,Propane (bottled gas),68,55,60,Yes,2,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,2,No,Female,71,Employed part-time,High school diploma or GED,1,1,2,"Less than $20,000",Yes,777,Marine,1876,7617.976,129.496,0,0,1808.76,30.67,0,0,0,0,379.105,0,3060.24,NA
South,South Atlantic,METRO,R,Single-family detached house,No,Not applicable,Yes,No,One story,No,Rented,2000 to 2009,7,2,0,Siding,Shingles (composition or asphalt),Never,No,NA,3,60 inches or more,7 to 10 hours,7 to 10 hours,Electricity,70,75,70,No,NA,Yes,Central air conditioning system,5 to 9 years old,67,67,67,Not applicable,No,Not applicable,2,No,Female,25,Not employed/retired,High school diploma or GED,2,1,5,"$40,000 - $59,999",No,2763,Hot-Humid,1402,12926.419,494.975,0,0,1869.85,71.6,0,0,0,0,0,0,1869.85,NA
South,South Atlantic,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1980 to 1989,1,1,0,Stucco,Not applicable,Never,No,NA,1,27 inches or less,1 to 3 hours,1 to 3 hours,Not applicable,NA,NA,NA,No,NA,Yes,Central air conditioning system,5 to 9 years old,75,78,73,Not applicable,Not applicable,Not applicable,0,No,Female,26,Employed full-time,"Bachelor’s degree (for example: BA, BS)",1,0,0,"$20,000 - $39,999",No,1920,Mixed-Humid,2654,3953.242,36.657,0,0,813.17,7.51,0,0,0,0,0,0,813.17,NA
South,South Atlantic,METRO,R,Mobile home,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Owned or being bought by someone in your household,2000 to 2009,6,2,0,Siding,Shingles (composition or asphalt),Some of the time,No,NA,2,40 to 59 inches,1 to 3 hours,7 to 10 hours,Electricity,70,50,70,No,NA,Yes,Central air conditioning system,2 to 4 years old,75,80,75,Not applicable,Not applicable,Not applicable,2,No,Female,30,Employed full-time,Some college or Associate’s degree,2,1,2,"$60,000 to $79,999",No,4499,Hot-Humid,291,13785.525,153.252,0,0,1839.12,20.45,0,0,0,0,0,0,1839.12,NA
Midwest,East North Central,METRO,U,Single-family detached house,Yes,No,Yes,No,One story,Yes,Owned or being bought by someone in your household,1960 to 1969,7,1,1,Siding,Shingles (composition or asphalt),Never,No,NA,2,27 inches or less,4 to 6 hours,4 to 6 hours,Propane (bottled gas),71,71,68,No,NA,Yes,Central air conditioning system,20 years or older,70,70,70,Yes,No,No,1,Yes,Female,77,Not employed/retired,High school diploma or GED,2,0,5,"$20,000 - $39,999",No,783,Cold/Very Cold,5869,12329.348,70.156,0,0,1498.69,8.53,0,0,0,0,792.493,0,2879.93,NA
